record_id,timestamp,hour,day_of_week,service_name,pod_id,num_pods,request_rate_rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,cpu_utilization,memory_utilization,error_rate,timeout_rate,active_connections,queue_depth,health_status,lb_algorithm,cache_hit_rate,network_throughput_mbps,retry_count,circuit_breaker_state,scaling_event,dependency_latency_ms,cascading_failure_risk,target_request_rate_5min,target_request_rate_10min,target_p99_latency_5min,target_cpu_util_5min,will_overload_5min,will_fail_5min,optimal_num_pods,best_lb_algorithm
2a0b3236,2025-11-26 07:25:30,7,2,analytics-service,analytics-service-1,2,61,233,419,699,5,50.43,0.001,0.0006,7,3,healthy,round-robin,0.9,0.38,0,closed,stable,0,0,114,133,633,5,0,0,2,ml-predictive
cf77e3ef,2025-11-26 07:26:10,7,2,order-service,order-service-1,2,93,52,93,156,5,45.64,0.001,0.0006,9,3,healthy,weighted-response-time,0.95,1.28,0,closed,stable,46,0,181,184,168,5,0,0,2,ml-predictive
fb1fae73,2025-11-26 07:27:04,7,2,api-gateway,api-gateway-1,3,636,97,174,291,5,37.64,0.001,0.0006,86,0,healthy,round-robin,0.66,11.79,0,closed,cooldown,116,0,1583,477,408,5,0,0,15,ml-predictive
a6fcfc7b,2025-11-26 07:27:38,7,2,logging-service,logging-service-3,3,505,265,477,795,5,36.0,0.001,0.0006,68,5,healthy,ml-predictive,0.85,5.09,0,closed,scale-down,0,0,449,449,669,6.98,0,0,5,ml-predictive
c549169b,2025-11-26 07:28:27,7,2,image-service,image-service-1,3,299,188,338,564,5,30.34,0.001,0.0006,27,9,healthy,ip-hash,0.72,4.47,0,closed,scale-down,0,0,298,274,600,5,1,0,3,ml-predictive
b0b73a50,2025-11-26 07:29:15,7,2,image-service,image-service-1,2,274,209,522,1045,5,53.94,0.081,0.0486,28,0,degraded,ip-hash,0.68,5.09,1,closed,cooldown,0,8,301,302,1040,7.44,1,0,4,ml-predictive
c25d5562,2025-11-26 07:30:02,7,2,product-catalog,product-catalog-4,4,239,79,142,237,5,22.48,0.001,0.0006,31,10,healthy,weighted-response-time,0.74,3.13,1,closed,stable,71,0,261,413,258,5,0,0,3,ml-predictive
6326ba7f,2025-11-26 07:30:44,7,2,analytics-service,analytics-service-2,2,55,250,450,750,5,54.03,0.001,0.0006,6,5,healthy,least-connections,0.85,0.67,0,closed,stable,0,0,156,532,561,5,0,0,2,ml-predictive
08bf15e8,2025-11-26 07:31:33,7,2,logging-service,logging-service-2,2,928,502,1255,2510,5.08,61.21,0.081,0.0486,114,1,degraded,round-robin,0.65,12.7,0,closed,cooldown,0,8,451,419,762,5,0,0,5,round-robin
38a920cc,2025-11-26 07:32:06,7,2,image-service,image-service-1,2,328,178,445,890,5,51.27,0.081,0.0486,40,6,degraded,round-robin,0.65,2.32,0,closed,cooldown,0,8,318,273,357,5,0,0,4,weighted-response-time
069a820e,2025-11-26 07:32:56,7,2,order-service,order-service-1,2,89,73,131,219,5,50.6,0.001,0.0006,10,2,healthy,random,0.79,1.55,0,closed,stable,65,0,138,190,201,5,0,0,2,least-connections
0506b57c,2025-11-26 07:33:40,7,2,product-catalog,product-catalog-4,4,219,92,165,276,5,23.15,0.001,0.0006,19,0,healthy,weighted-response-time,0.89,2.77,0,closed,scale-down,82,0,247,545,324,5,0,0,3,ml-predictive
0e3772b0,2025-11-26 07:34:13,7,2,logging-service,logging-service-1,2,498,373,932,1865,5,57.23,0.081,0.0486,57,7,degraded,least-connections,0.94,8.14,1,closed,scale-up,0,8,1550,480,2004,5,0,0,15,ml-predictive
1efe21cf,2025-11-26 07:34:54,7,2,api-gateway,api-gateway-2,3,608,150,270,450,5,29.78,0.001,0.0006,86,3,healthy,random,0.72,3.12,0,closed,scale-down,180,0,642,569,270,5,0,0,7,ml-predictive
24bbc168,2025-11-26 07:35:27,7,2,api-gateway,api-gateway-2,2,618,109,272,545,5,61.66,0.081,0.0486,88,19,degraded,ml-predictive,0.83,8.64,0,closed,cooldown,130,8,601,1869,267,5,0,0,7,ml-predictive
d7b0a2ef,2025-11-26 07:36:04,7,2,logging-service,logging-service-1,4,523,280,504,840,5,26.24,0.001,0.0006,60,10,healthy,weighted-response-time,0.75,3.32,0,closed,cooldown,0,0,500,487,930,5.51,0,0,5,ml-predictive
061261ca,2025-11-26 07:36:55,7,2,cart-service,cart-service-2,2,118,103,185,309,5,45.09,0.001,0.0006,14,2,healthy,round-robin,0.69,1.19,0,closed,stable,61,0,104,209,243,5,0,0,2,least-connections
955eed18,2025-11-26 07:37:28,7,2,inventory-service,inventory-service-1,3,112,79,142,237,5,25.2,0.001,0.0006,14,2,healthy,ml-predictive,0.75,0.62,0,closed,scale-down,0,0,182,227,321,5,0,0,2,ml-predictive
70686298,2025-11-26 07:38:28,7,2,cart-service,cart-service-1,2,120,80,144,240,5,42.84,0.001,0.0006,11,2,healthy,least-connections,0.66,2.06,0,closed,stable,48,0,277,313,655,5,1,0,3,least-connections
c72755ed,2025-11-26 07:39:28,7,2,logging-service,logging-service-1,4,445,259,466,777,10.7,22.68,0.001,0.0006,47,0,healthy,round-robin,0.89,4.83,0,closed,scale-down,0,0,499,423,888,5,0,0,5,ml-predictive
a1688447,2025-11-26 07:40:01,7,2,order-service,order-service-2,2,88,66,118,198,5.4,59.69,0.001,0.0006,10,14,healthy,weighted-response-time,0.68,1.39,0,closed,stable,59,0,167,192,213,5,0,0,2,least-connections
69dfd794,2025-11-26 07:40:53,7,2,review-service,review-service-2,2,55,256,460,768,5,51.64,0.001,0.0006,6,5,healthy,round-robin,0.63,0.39,0,closed,stable,153,0,77,107,984,5,0,0,2,ml-predictive
83421548,2025-11-26 07:41:31,7,2,api-gateway,api-gateway-1,2,660,129,322,645,6.3,55.08,0.081,0.0486,72,0,degraded,round-robin,0.86,9.16,0,closed,scale-up,154,8,666,592,228,5,0,0,7,ml-predictive
144e64ed,2025-11-26 07:42:28,7,2,logging-service,logging-service-2,3,365,271,487,813,5,36.48,0.001,0.0006,43,0,healthy,ml-predictive,0.78,4.02,0,closed,cooldown,0,0,541,478,984,7.2,0,0,6,ml-predictive
f9ebe28d,2025-11-26 07:43:21,7,2,image-service,image-service-1,2,313,150,375,750,5,55.72,0.081,0.0486,35,6,degraded,ml-predictive,0.66,5.8,0,closed,scale-up,0,8,306,870,534,6.45,0,0,4,ml-predictive
1c70b81e,2025-11-26 07:44:03,7,2,image-service,image-service-3,3,303,155,279,465,6.58,44.77,0.001,0.0006,34,4,healthy,least-connections,0.74,2.85,0,closed,cooldown,0,0,282,613,447,14.36,0,0,3,ml-predictive
4f2999df,2025-11-26 07:45:00,7,2,api-gateway,api-gateway-2,4,594,60,108,180,10.19,24.57,0.001,0.0006,84,2,healthy,ml-predictive,0.88,3.68,0,closed,cooldown,72,0,647,537,219,5,0,0,7,ml-predictive
f651fc14,2025-11-26 07:45:49,7,2,recommendation-engine,recommendation-engine-1,2,355,216,540,1080,10.15,56.26,0.081,0.0486,37,1,degraded,least-connections,0.64,5.13,1,closed,scale-up,129,8,134,333,426,5,0,0,2,ml-predictive
200ba673,2025-11-26 07:46:22,7,2,api-gateway,api-gateway-3,4,1924,185,333,555,5,36.3,0.001,0.0006,257,3,healthy,random,0.86,34.59,0,closed,cooldown,222,0,635,536,625,5,1,0,7,random
673ad26d,2025-11-26 07:47:00,7,2,product-catalog,product-catalog-2,3,226,140,252,420,5,27.14,0.001,0.0006,33,5,healthy,ip-hash,0.89,4.03,0,closed,scale-down,126,0,239,483,288,5,0,0,3,ml-predictive
84d55292,2025-11-26 07:47:31,7,2,logging-service,logging-service-1,3,449,223,401,669,6.98,39.24,0.001,0.0006,64,11,healthy,round-robin,0.84,8.3,0,closed,stable,0,0,449,432,1790,5,1,0,5,ml-predictive
374eecef,2025-11-26 07:48:12,7,2,api-gateway,api-gateway-2,4,1583,136,244,408,5,32.01,0.001,0.0006,164,4,healthy,least-connections,0.84,15.3,0,closed,scale-down,163,0,477,572,246,5.2,0,0,5,least-connections
d3f05ab4,2025-11-26 07:48:52,7,2,api-gateway,api-gateway-2,3,642,90,162,270,5,54.09,0.001,0.0006,70,0,healthy,least-connections,0.74,3.55,0,closed,cooldown,108,0,569,593,555,5,1,0,6,ml-predictive
49998218,2025-11-26 07:49:28,7,2,notification-service,notification-service-2,3,180,106,190,318,5,34.57,0.001,0.0006,15,6,healthy,ml-predictive,0.68,2.21,0,closed,scale-down,0,0,203,362,615,5,1,0,3,ml-predictive
553fb777,2025-11-26 07:50:25,7,2,notification-service,notification-service-1,2,189,133,239,399,5,50.58,0.001,0.0006,18,13,healthy,least-connections,0.84,1.71,0,closed,cooldown,0,0,186,451,363,13.21,0,0,2,ml-predictive
6662af0d,2025-11-26 07:51:14,7,2,image-service,image-service-1,3,362,137,246,411,5,30.57,0.001,0.0006,47,3,healthy,ip-hash,0.89,2.63,0,closed,scale-down,0,0,368,469,426,5,0,0,4,ml-predictive
dabc6c13,2025-11-26 07:51:50,7,2,recommendation-engine,recommendation-engine-3,5,156,146,262,438,6.0,25.38,0.001,0.0006,18,0,healthy,least-connections,0.84,1.65,0,closed,scale-down,87,0,667,285,1275,7.86,1,0,7,weighted-response-time
d54dced9,2025-11-26 07:52:41,7,2,api-gateway,api-gateway-3,3,601,89,160,267,5,46.38,0.001,0.0006,79,1,healthy,least-connections,0.6,6.04,0,closed,cooldown,106,0,1869,658,1610,5,1,1,15,ml-predictive
bad23364,2025-11-26 07:53:38,7,2,search-service,search-service-3,3,220,110,198,330,5,42.29,0.001,0.0006,31,0,healthy,least-connections,0.68,2.5,0,closed,stable,0,0,392,437,369,6.62,0,0,4,ml-predictive
2bdf04b5,2025-11-26 07:54:19,7,2,image-service,image-service-2,2,298,120,300,600,5,51.89,0.081,0.0486,29,0,degraded,weighted-response-time,0.61,2.54,0,closed,cooldown,0,8,274,595,534,5,0,0,3,ml-predictive
bda0affb,2025-11-26 07:55:09,7,2,user-service,user-service-1,2,110,56,100,168,5,66.46,0.001,0.0006,15,2,healthy,least-connections,0.8,1.72,0,closed,stable,33,0,228,242,550,5,1,0,3,least-connections
05942ce1,2025-11-26 07:55:41,7,2,analytics-service,analytics-service-2,2,46,198,356,594,5,46.97,0.001,0.0006,4,15,healthy,weighted-response-time,0.82,0.49,0,closed,stable,0,0,155,138,678,6.75,0,0,2,ml-predictive
f135f735,2025-11-26 07:56:25,7,2,recommendation-engine,recommendation-engine-1,4,165,145,261,435,5,32.62,0.001,0.0006,14,3,healthy,least-connections,0.84,3.26,0,closed,cooldown,87,0,291,248,555,5,0,0,3,weighted-response-time
800cdab0,2025-11-26 07:57:18,7,2,notification-service,notification-service-2,2,171,140,252,420,5,63.92,0.001,0.0006,15,14,healthy,least-connections,0.71,2.98,0,closed,stable,0,0,181,326,486,5,0,0,2,ml-predictive
07339ac5,2025-11-26 07:57:48,7,2,order-service,order-service-1,2,80,53,95,159,5.87,52.18,0.001,0.0006,10,6,healthy,round-robin,0.83,0.42,0,closed,stable,47,0,216,238,177,5,0,0,3,ml-predictive
488fc200,2025-11-26 07:58:31,7,2,image-service,image-service-2,2,301,208,520,1040,7.44,51.35,0.081,0.0486,35,2,degraded,round-robin,0.89,3.84,0,closed,scale-up,0,8,302,548,483,5,0,0,4,ml-predictive
6eb51143,2025-11-26 07:59:19,7,2,user-service,user-service-1,2,115,90,162,270,5.34,52.24,0.001,0.0006,10,5,healthy,round-robin,0.89,1.27,0,closed,stable,54,0,210,234,318,6.45,0,0,3,least-connections
96dbbc66,2025-11-26 07:59:55,7,2,shipping-service,shipping-service-1,2,51,120,216,360,5,47.3,0.001,0.0006,6,3,healthy,ml-predictive,0.74,0.69,0,closed,stable,0,0,111,114,471,5,0,0,2,ml-predictive
a317aaf3,2025-11-26 08:00:36,8,2,api-gateway,api-gateway-3,3,666,76,136,228,5,44.13,0.001,0.0006,70,2,healthy,weighted-response-time,0.78,8.2,0,closed,stable,91,0,592,560,213,5,0,0,6,ml-predictive
1b2715fa,2025-11-26 08:01:25,8,2,logging-service,logging-service-2,3,451,254,457,762,5,46.28,0.001,0.0006,37,5,healthy,round-robin,0.76,8.45,0,closed,stable,0,0,419,740,2075,7.94,1,0,5,ml-predictive
0df5339c,2025-11-26 08:02:00,8,2,api-gateway,api-gateway-3,3,647,73,131,219,5,33.73,0.001,0.0006,53,3,healthy,ml-predictive,0.73,12.78,0,closed,scale-down,87,0,537,1655,225,5,0,0,6,ml-predictive
82cbc8ba,2025-11-26 08:02:58,8,2,user-service,user-service-2,2,127,82,147,246,5,61.83,0.001,0.0006,14,3,healthy,ml-predictive,0.8,2.25,0,closed,stable,49,0,247,233,555,5,1,0,3,least-connections
f86767da,2025-11-26 08:03:33,8,2,logging-service,logging-service-3,3,1550,668,1202,2004,5,50.84,0.001,0.0006,207,0,healthy,weighted-response-time,0.8,30.8,0,closed,stable,0,0,480,995,723,5,0,0,5,weighted-response-time
5f76b354,2025-11-26 08:04:30,8,2,logging-service,logging-service-1,3,500,310,558,930,5.51,42.94,0.001,0.0006,73,7,healthy,weighted-response-time,0.86,8.06,0,closed,stable,0,0,487,894,1023,5,0,0,5,ml-predictive
266064e6,2025-11-26 08:05:29,8,2,review-service,review-service-1,2,48,152,273,456,5,56.67,0.001,0.0006,5,4,healthy,weighted-response-time,0.8,0.39,0,closed,stable,91,0,98,441,1008,5,0,0,2,ml-predictive
12028f0f,2025-11-26 08:06:21,8,2,product-catalog,product-catalog-2,2,397,168,420,840,5,59.71,0.081,0.0486,53,3,degraded,ip-hash,0.8,6.22,0,closed,scale-up,151,8,475,515,695,5,1,0,5,round-robin
86293c99,2025-11-26 08:07:19,8,2,api-gateway,api-gateway-1,2,635,125,312,625,5,53.94,0.081,0.0486,65,8,degraded,least-connections,0.71,8.61,1,closed,scale-up,150,8,536,2439,225,5,0,0,6,ml-predictive
ffb1a057,2025-11-26 08:08:10,8,2,product-catalog,product-catalog-4,5,204,63,113,189,5.79,14.57,0.001,0.0006,28,0,healthy,ml-predictive,0.94,1.49,0,closed,cooldown,56,0,609,521,387,8.76,0,0,7,ml-predictive
b1845c3b,2025-11-26 08:08:58,8,2,review-service,review-service-2,2,52,228,410,684,5,48.57,0.001,0.0006,6,0,healthy,least-connections,0.86,1.0,0,closed,stable,136,0,79,133,444,5,0,0,2,ml-predictive
0714b760,2025-11-26 08:09:34,8,2,product-catalog,product-catalog-4,5,258,80,144,240,5.79,22.3,0.001,0.0006,25,1,healthy,least-connections,0.94,4.62,0,closed,cooldown,72,0,482,516,870,5,1,0,5,least-connections
a22d5356,2025-11-26 08:10:17,8,2,analytics-service,analytics-service-1,2,61,205,369,615,5,50.2,0.001,0.0006,7,5,healthy,round-robin,0.64,1.0,0,closed,stable,0,0,126,145,870,10.86,0,0,2,ml-predictive
c6fc47df,2025-11-26 08:10:52,8,2,logging-service,logging-service-2,3,499,296,532,888,5,44.06,0.001,0.0006,67,3,healthy,round-robin,0.94,3.33,0,closed,stable,0,0,423,984,1050,5,0,0,5,ml-predictive
a396aa44,2025-11-26 08:11:47,8,2,notification-service,notification-service-2,2,187,165,297,495,5,52.38,0.001,0.0006,21,0,healthy,weighted-response-time,0.77,3.16,0,closed,stable,0,0,346,401,528,7.29,0,0,4,ml-predictive
833a2409,2025-11-26 08:12:20,8,2,search-service,search-service-1,3,214,54,97,162,5,31.47,0.001,0.0006,28,2,healthy,ml-predictive,0.6,2.42,0,closed,scale-down,0,0,378,376,345,5,0,0,4,ml-predictive
15b0cc13,2025-11-26 08:12:55,8,2,cart-service,cart-service-1,2,111,128,230,384,5,48.91,0.001,0.0006,9,19,healthy,random,0.78,0.83,0,closed,stable,76,0,231,299,252,5,0,0,3,least-connections
785ff054,2025-11-26 08:13:34,8,2,api-gateway,api-gateway-3,3,477,82,147,246,5.2,39.15,0.001,0.0006,41,8,healthy,least-connections,0.94,8.76,0,closed,scale-down,98,0,572,1154,210,5,0,0,6,round-robin
a7a98f32,2025-11-26 08:14:10,8,2,search-service,search-service-1,2,171,96,172,288,5,50.13,0.001,0.0006,17,6,healthy,least-connections,0.94,1.15,0,closed,cooldown,0,0,329,366,357,5,0,0,4,ml-predictive
00687b1c,2025-11-26 08:15:06,8,2,image-service,image-service-4,5,318,119,214,357,5,31.44,0.001,0.0006,35,11,healthy,ml-predictive,0.66,4.94,0,closed,stable,0,0,273,567,342,5,0,0,3,ml-predictive
4dd1df70,2025-11-26 08:16:04,8,2,api-gateway,api-gateway-2,2,569,111,277,555,5,59.03,0.081,0.0486,69,8,degraded,round-robin,0.76,4.61,1,closed,cooldown,133,8,593,1388,515,5.14,1,0,6,ml-predictive
749817fd,2025-11-26 08:16:46,8,2,review-service,review-service-2,2,42,172,309,516,5,52.81,0.001,0.0006,3,15,healthy,round-robin,0.6,0.8,0,closed,stable,103,0,125,107,588,5,0,0,2,ml-predictive
c2353a59,2025-11-26 08:17:21,8,2,cart-service,cart-service-1,2,117,76,136,228,5,53.66,0.001,0.0006,17,3,healthy,ml-predictive,0.86,1.02,0,closed,stable,45,0,234,319,303,5,0,0,3,least-connections
1c9d8a94,2025-11-26 08:18:12,8,2,product-catalog,product-catalog-4,5,261,86,154,258,5,18.44,0.001,0.0006,38,3,healthy,least-connections,0.79,3.57,0,closed,scale-down,77,0,413,536,495,5,0,0,5,weighted-response-time
bb72f363,2025-11-26 08:18:52,8,2,image-service,image-service-3,5,306,178,320,534,6.45,29.31,0.001,0.0006,41,3,healthy,random,0.82,2.28,0,closed,scale-down,0,0,870,573,1405,5,1,0,9,ml-predictive
06a8ad50,2025-11-26 08:19:28,8,2,order-service,order-service-1,2,89,58,104,174,9.17,50.25,0.001,0.0006,11,0,healthy,least-connections,0.78,0.88,0,closed,stable,52,0,179,193,204,5,0,0,2,least-connections
a561d5d1,2025-11-26 08:20:23,8,2,api-gateway,api-gateway-2,2,1869,322,805,1610,5,82.43,0.111,0.0666,273,9,unhealthy,least-connections,0.63,11.69,0,half-open,scale-up,386,24,658,1174,545,5,1,0,7,least-connections
aa9e7deb,2025-11-26 08:21:10,8,2,shipping-service,shipping-service-2,2,170,177,318,531,5,50.13,0.001,0.0006,23,3,healthy,least-connections,0.76,2.91,0,closed,stable,0,0,114,166,402,10.5,0,0,2,ml-predictive
4808e37a,2025-11-26 08:21:52,8,2,user-service,user-service-2,2,126,82,147,246,5,46.7,0.001,0.0006,16,1,healthy,random,0.74,1.11,0,closed,stable,49,0,195,240,333,5,0,0,2,least-connections
59dcc52b,2025-11-26 08:22:26,8,2,api-gateway,api-gateway-3,3,592,71,127,213,5,42.66,0.001,0.0006,50,9,healthy,ml-predictive,0.94,9.39,0,closed,cooldown,85,0,560,1176,580,5,1,0,6,ml-predictive
cc6fcaf2,2025-11-26 08:23:08,8,2,inventory-service,inventory-service-2,2,113,85,153,255,5,52.69,0.001,0.0006,9,1,healthy,least-connections,0.81,1.17,0,closed,stable,0,0,252,199,605,7.88,1,0,3,ml-predictive
3b0647e6,2025-11-26 08:23:44,8,2,search-service,search-service-2,2,234,86,215,430,5,45.24,0.081,0.0486,33,6,degraded,ml-predictive,0.69,3.33,0,closed,scale-up,0,8,517,1160,513,10.85,0,0,6,ml-predictive
65236ac1,2025-11-26 08:24:37,8,2,notification-service,notification-service-1,2,179,157,282,471,5,57.87,0.001,0.0006,22,7,healthy,least-connections,0.75,2.15,0,closed,stable,0,0,341,355,810,5,1,0,4,ml-predictive
5a4c9ac6,2025-11-26 08:25:23,8,2,recommendation-engine,recommendation-engine-3,4,155,155,279,465,5,28.34,0.001,0.0006,15,6,healthy,round-robin,0.72,1.05,0,closed,scale-down,93,0,330,258,417,5,0,0,4,weighted-response-time
9af1f09b,2025-11-26 08:26:00,8,2,notification-service,notification-service-1,2,182,199,358,597,5,54.72,0.001,0.0006,17,12,healthy,random,0.85,2.77,0,closed,stable,0,0,298,353,648,5,0,0,3,ml-predictive
e186fe1d,2025-11-26 08:26:49,8,2,image-service,image-service-2,4,282,149,268,447,14.36,26.32,0.001,0.0006,39,8,healthy,round-robin,0.91,2.21,0,closed,scale-down,0,0,613,649,636,5,0,0,7,ml-predictive
318224c0,2025-11-26 08:27:27,8,2,image-service,image-service-1,3,368,142,255,426,5,34.1,0.001,0.0006,33,3,healthy,ml-predictive,0.85,3.23,0,closed,cooldown,0,0,469,499,570,6.66,0,0,5,ml-predictive
2b3a349b,2025-11-26 08:28:22,8,2,product-catalog,product-catalog-1,4,247,108,194,324,5,26.01,0.001,0.0006,28,3,healthy,weighted-response-time,0.71,2.17,0,closed,scale-down,97,0,545,448,513,5,0,0,6,ml-predictive
b7696f7a,2025-11-26 08:29:01,8,2,api-gateway,api-gateway-3,3,537,75,135,225,5,41.68,0.001,0.0006,72,1,healthy,weighted-response-time,0.6,8.34,0,closed,stable,90,0,1655,1041,354,6.24,0,0,15,least-connections
702a3d0f,2025-11-26 08:29:53,8,2,review-service,review-service-1,2,47,261,469,783,5,50.38,0.001,0.0006,4,3,healthy,round-robin,0.67,0.5,0,closed,stable,156,0,109,108,792,5,0,0,2,ml-predictive
b32af4b2,2025-11-26 08:30:35,8,2,image-service,image-service-3,3,274,178,320,534,5,41.39,0.001,0.0006,36,1,healthy,weighted-response-time,0.88,2.73,0,closed,cooldown,0,0,595,484,702,5,0,0,6,ml-predictive
8b11aee0,2025-11-26 08:31:13,8,2,image-service,image-service-1,3,302,161,289,483,5,36.8,0.001,0.0006,28,0,healthy,least-connections,0.8,1.54,0,closed,cooldown,0,0,548,684,1340,5,1,0,6,ml-predictive
ce8d475e,2025-11-26 08:32:12,8,2,api-gateway,api-gateway-3,3,536,75,135,225,5,41.55,0.001,0.0006,56,3,healthy,ml-predictive,0.66,8.26,0,closed,stable,90,0,2439,1250,606,5,0,0,15,least-connections
9650de16,2025-11-26 08:32:50,8,2,inventory-service,inventory-service-2,2,110,132,237,396,5,49.37,0.001,0.0006,11,0,healthy,random,0.75,0.64,0,closed,stable,0,0,195,199,282,5,0,0,2,ml-predictive
a4c4c3a0,2025-11-26 08:33:31,8,2,logging-service,logging-service-2,3,541,328,590,984,7.2,28.83,0.001,0.0006,65,0,healthy,ip-hash,0.92,2.95,0,closed,scale-down,0,0,478,980,837,5,0,0,5,ml-predictive
0a506ecd,2025-11-26 08:34:08,8,2,user-service,user-service-1,2,129,91,163,273,5,40.94,0.001,0.0006,16,1,healthy,ml-predictive,0.72,2.4,0,closed,stable,54,0,225,241,530,5.7,1,0,3,least-connections
6be2982a,2025-11-26 08:34:52,8,2,inventory-service,inventory-service-2,2,110,69,124,207,5,54.86,0.001,0.0006,14,6,healthy,ml-predictive,0.67,1.44,0,closed,stable,0,0,199,235,267,5,0,0,2,ml-predictive
c0d3b6d0,2025-11-26 08:35:51,8,2,notification-service,notification-service-2,2,203,123,307,615,5,61.38,0.081,0.0486,19,5,degraded,ml-predictive,0.7,2.84,2,closed,scale-up,0,8,362,383,477,5,0,0,4,ml-predictive
8679cafa,2025-11-26 08:36:45,8,2,inventory-service,inventory-service-2,2,106,90,162,270,5,52.19,0.001,0.0006,11,0,healthy,round-robin,0.89,0.56,0,closed,stable,0,0,199,269,324,5,0,0,2,ml-predictive
5cf1880d,2025-11-26 08:37:35,8,2,logging-service,logging-service-2,2,449,358,895,1790,5,56.96,0.081,0.0486,50,2,degraded,weighted-response-time,0.72,6.24,0,closed,cooldown,0,8,432,1055,1263,5,0,0,5,ml-predictive
0da9342c,2025-11-26 08:38:29,8,2,recommendation-engine,recommendation-engine-1,3,144,170,306,510,5,33.18,0.001,0.0006,20,14,healthy,least-connections,0.76,2.21,0,closed,stable,102,0,678,278,606,5,0,0,7,weighted-response-time
3d07b493,2025-11-26 08:38:59,8,2,recommendation-engine,recommendation-engine-2,3,136,137,246,411,5,37.98,0.001,0.0006,14,7,healthy,weighted-response-time,0.79,2.64,0,closed,scale-down,82,0,260,304,423,5,0,0,3,weighted-response-time
b8115c58,2025-11-26 08:39:32,8,2,cart-service,cart-service-2,2,121,79,142,237,5,45.68,0.001,0.0006,15,8,healthy,least-connections,0.88,1.84,0,closed,stable,47,0,247,340,660,5,1,0,3,least-connections
7aa16daf,2025-11-26 08:40:12,8,2,search-service,search-service-1,3,192,90,162,270,6.48,34.66,0.001,0.0006,24,0,healthy,least-connections,0.82,3.42,0,closed,scale-down,0,0,455,370,531,5,0,0,5,ml-predictive
a1e6a43f,2025-11-26 08:41:08,8,2,inventory-service,inventory-service-1,2,119,81,145,243,5,48.64,0.001,0.0006,11,4,healthy,weighted-response-time,0.62,1.8,0,closed,stable,0,0,172,233,276,5,0,0,2,ml-predictive
efa10442,2025-11-26 08:41:55,8,2,image-service,image-service-3,3,273,114,205,342,5,34.87,0.001,0.0006,30,7,healthy,ml-predictive,0.73,3.56,0,closed,scale-down,0,0,567,645,790,5,1,0,6,ml-predictive
f9d79143,2025-11-26 08:42:43,8,2,review-service,review-service-1,2,52,189,340,567,5,51.66,0.001,0.0006,4,0,healthy,ml-predictive,0.82,0.34,0,closed,stable,113,0,125,97,834,5,0,0,2,ml-predictive
ebb453ca,2025-11-26 08:43:35,8,2,logging-service,logging-service-2,2,419,415,1037,2075,7.94,57.4,0.081,0.0486,38,7,degraded,ip-hash,0.87,2.33,1,closed,scale-up,0,8,740,818,963,5,0,0,8,round-robin
0731e3a2,2025-11-26 08:44:22,8,2,logging-service,logging-service-3,5,480,241,433,723,5,22.79,0.001,0.0006,58,0,healthy,random,0.67,5.41,0,closed,cooldown,0,0,995,940,1854,5,0,0,10,ml-predictive
488e1e2e,2025-11-26 08:45:16,8,2,api-gateway,api-gateway-2,3,572,70,126,210,5,37.5,0.001,0.0006,57,0,healthy,ml-predictive,0.91,6.8,0,closed,scale-down,84,0,1154,1265,399,9.77,0,0,12,ml-predictive
25638317,2025-11-26 08:45:53,8,2,api-gateway,api-gateway-1,2,593,103,257,515,5.14,60.87,0.081,0.0486,48,5,degraded,ml-predictive,0.71,6.22,2,closed,cooldown,123,8,1388,1076,408,5,0,0,14,ml-predictive
90d7c892,2025-11-26 08:46:44,8,2,notification-service,notification-service-3,4,186,121,217,363,13.21,29.21,0.001,0.0006,15,4,healthy,weighted-response-time,0.91,1.73,0,closed,scale-down,0,0,451,440,588,5,0,0,5,ml-predictive
cff296f9,2025-11-26 08:47:44,8,2,payment-service,payment-service-4,4,84,44,79,132,5,39.12,0.001,0.0006,9,0,healthy,ml-predictive,0.82,1.46,0,closed,scale-down,26,0,175,572,207,5,0,0,2,ml-predictive
e57d8103,2025-11-26 08:48:33,8,2,api-gateway,api-gateway-2,2,658,109,272,545,5,67.3,0.081,0.0486,85,6,degraded,weighted-response-time,0.94,7.16,0,closed,cooldown,130,8,1174,1250,339,5,0,0,12,ml-predictive
65338ce3,2025-11-26 08:49:21,8,2,recommendation-engine,recommendation-engine-2,2,134,142,255,426,5,45.22,0.001,0.0006,17,0,healthy,round-robin,0.85,1.87,0,closed,stable,85,0,333,274,573,5,0,0,4,weighted-response-time
67330ed6,2025-11-26 08:50:05,8,2,image-service,image-service-1,2,870,281,702,1405,5,64.18,0.081,0.0486,78,5,degraded,weighted-response-time,0.75,5.48,0,closed,scale-up,0,8,573,618,519,5,0,0,6,weighted-response-time
7206d248,2025-11-26 08:50:47,8,2,shipping-service,shipping-service-2,2,52,106,190,318,5,54.16,0.001,0.0006,4,6,healthy,round-robin,0.85,0.79,0,closed,stable,0,0,116,143,474,5,0,0,2,ml-predictive
635ad181,2025-11-26 08:51:18,8,2,user-service,user-service-1,2,121,105,189,315,5,53.37,0.001,0.0006,11,2,healthy,least-connections,0.65,2.33,0,closed,stable,63,0,224,302,336,5,0,0,3,least-connections
